遇到狮子,"一天，你遇到狮子，故作镇定，用可怕的眼神瞪狮子。突然狮子双手合十并跪了下来，你得意地说：知道厉害了吧！少顷,狮子幽幽地道：祷告完毕"
我也想当模特,猴姐开了一家服装店，雇用长颈鹿当模特，展示新进的花花绿绿的围巾，百兽齐夸围巾漂亮，生意火爆。奶牛挤向前和猴子讲：猴姐，我也想当模
可怜的小恐龙,从前有一只魔龙，被施了诅咒，张大嘴就会沉睡1000年。然后，他睡着了，1000年后，他醒了。然后，他打了个哈欠。
跟踪,在堵车长达几小时后，一哥们终于无法忍受，只看见他暴跳如雷的打开车门，拉开后备箱，从里面拿出一根长长的木棍。所有堵车的人吃惊的看着
一定是光头强干的,熊二：熊大，我们森林里是不是有小熊丢了？熊大：熊二，你为什么这么说？ 熊二：昨天，我在镇上逛街看见有个人指着一个小家伙说：你个熊孩
鸡和狗,甲：对不起，我的鸡没圈好，跑出来弄坏了你种的菜。乙：没关系，我的狗已经把你的鸡吃了。甲：噢！怪不得我从狗的肚子里发现了鸡骨头。乙
痴情的狼,狼偷羊时正好被牧羊人捉住，于是开始了下面的对话。牧羊人：你是那里的狼？狼：《我是一匹来自北方的狼》。牧羊人：为什么偷我的羊？狼：
传教士与狮子,一个传教士在非洲传教。一天，传教士在林间小路行走，忽闻后面有狮子的脚步声。“主啊！ ”传教士祈祷道，“用您的慈悲保佑后面的狮子是个
浴缸水你要不,兔子有一天突然想喝胡萝卜汁，于是它来到了一家店。兔子：“老板！有没有胡萝卜汁？”老板：“没有！”兔子：“那你有没有胡萝卜？”老板
大象跟鹿小姐,大象先生跟小鹿小姐是一对恩爱甜蜜的模范情侣。 可最近，大象先生有些苦恼，因为他每次提出进一步发展，都被小鹿小姐用“那个来了，不方便
狗明星,有一天有一个人带着一条狗到唱片公司，他说他是这条狗的经纪人，并说他这条狗会唱歌跳舞云云，老板不相信，就叫小狗表演一次。当音乐响起
贪得无厌,“我的老婆是个贪得无厌的女人！ ”“怎么回事？”“星期天，她向我索要五元；星期一，问我取三元；昨天索要二元，今天又要索要一元！ ”“
老鼠的不满,老鼠的不满：马尝牛圈、猪圈、狗窝、蜂窝、蚂蚁窝、鸟巢听着多好听，为什么把我们的家叫“老鼠洞”？
你要不要这么可爱,晚上订了晚餐后在宿舍里焦急的等着，过了一会儿有人来敲宿舍门，当时饿的有点脑残，我喊了一声“饭，是你吗？”只听外面传来悠悠的声音“
你脑袋被驴踢了,动物园一头驴为了争食物踢了一只羊驼的头部。边上的鹿看到了，跑过来对羊驼说：草泥马，你脑袋被驴踢了吧！
想红 就忍着......,"煮饭时,一只螃蟹顶出锅盖，对你说:""我热！""，答曰:想红 就忍着......"
钥匙在我手里,动物王国里，老虎召集开会，会上，各种小动物都不敢说话。老虎干咳了几声，打破尴尬，“我知道你们心里想什么，这样好不好，我亲自修一个
机智的蜘蛛,一只小苍蝇不小心撞上蜘蛛网，蜘蛛赶紧过来吐丝将其包住，准备做顿美餐，不料这时飞来了一只超大型的苍蝇，厉声喝道：“小蜘蛛，你在对我
蚂蚁,一个人从未坐过飞机。当他坐到飞机里的时候，面孔吓得发白。听到发动机的响 声，他紧紧抓住椅子的扶手，闭上眼睛。五分钟时间，他好象过
谁喝了我的咖啡,一只兔子来到咖啡馆要了一个甜面包和一杯咖啡。它把面包和咖啡放到桌上就去洗手了。等它回来时，咖啡不见了。“谁喝了我的咖啡？”兔子问
"幽默的动物产品,肯定供不应求",1、信鸽：迷你快递公司，航空快递，安全(不怕坠机)、速度快、传送距离远、保密性能好，欢迎选用。 2、企鹅：暖冬牌羽绒服，真皮翻毛西服款型
捕捉苍蝇新技能,寝室在讨论，怎么才能让苍蝇纸粘住苍蝇？室友神发言：说抓只母的，把腿掰开，贴上面。尼玛！
狼爱上羊,灰太狼在家边做家务，边唱了起来：“狼爱上羊呀，爱得疯狂”。话音刚落，平顶锅就落脑袋上了...
瞎猫为什么遇上死耗子的来源,一老鼠病入膏肓，已经奄奄一息了。弥留之际，儿子问他还有什么遗愿。他想了想说：“我唯一的遗愿就是死后把遗体捐献出去。”儿子问：“您
老虎读了三国以后,老虎读了三国以后去抓野猪，见猪窝无一猪，摸摸胡须说：空城计!转身见兽夹上有一死猪，大惊：苦肉计!忽然又见到了你，大喜：呦嗬，还有美人
耳朵帽跟围巾,大象：今天天真冷啊，看我，刚买了个耳朵帽。长颈鹿：可不，冻死了，今天出来我特意找了条围巾戴上了。
变蜜,蜜蜂爸爸对小蜜蜂说：“孩砸，我们蜜蜂最厉害的就是采完花粉以后可以变蜜。”“粑粑，那得多难受啊？”小蜜蜂捂着屁股说。
最狠的兔子,在森林里，有一只公熊在追一只兔子，突然它们看见了一个魔鬼，魔鬼对它们说：“我满足你们每个三个愿望”。于是熊先说：“我要变成全森林
猪朋狗友,猪跟狗是朋友。一天，猪向狗抱怨道：什么鬼天气呀！都热成狗了！狗惊讶：你个死猪！开水那么烫你都不怕，你会怕热？
孙子真厉害,一个人养了一只鹦鹉，非常厉害，和它关在一起的其他鸟都被它打死了。后来主人弄回来一只鹰和它搁在了一块，等主人在来看，笼子外面挂着鹦
主人,两个虚荣心很强的狗主人在聊天。我们家的狗会看报纸耶！韵韵说道。是啊，我知道！倩倩回答道：我们家的小黑狗前些日子告诉过我了！
掰了一夜的腿,蚂蚁跟蜈蚣举行了庄重的婚礼仪式。第二天青蛙问蚂蚁感觉如何。蚂蚁长叹了一口气说：我掰开一个腿不是，又掰开一个腿还不是。再掰开一条腿
第二种语言,一户人家鼠满为患，特地从外地找来一只号称世界上最厉害的猫。果然，成效显注！！随着同伴不断减少，鼠辈们深感不安，它们不断地商量对策
有多少奖金,兔子在运动会上，又落在乌龟的后面了，观众一起大喊加油，兔子不屑地说：别瞎嚷嚷好不好。这场比赛，有多少奖金？给我一个快跑的理由。
拔腿无情,公牛同母牛交配。远处有一溜小汽车开来。公牛大惊失色，撂蹄便跑。公牛惊魂未定，母牛也气喘吁吁地赶到。母牛埋怨公牛道：“老哥哥，你也
青蛙和牛蛙向鸭子求婚,青蛙和牛蛙都向鸭子求婚，青蛙：“我每天唱歌给你听。”牛蛙：“我也每天唱歌你听。”青蛙：“我每天带你去水立方游泳。”牛蛙也说一样的
『蛛丝马迹』,一天儿子的心爱玩具超人不见了，全家几乎总动员为他寻找。老公越找越气，叫儿子想一想：「你想想看，最后一次把玩具放在那里？或许有一些
蚂蚁先生就被淹死了,蚂蚁先生跟大象小姐恋爱啦，大象小姐整天都乐呵呵，蚂蚁不满意，对大象说：你瞧人家女朋友都娇滴滴的，时不时为男朋友流个泪啥的，你怎么
猴子敲硬核仁壳,一只年长的猴子拿着硬核仁用大的石头稳稳的敲了四五下结果敲裂硬核仁壳，取出自己用智慧拿到的核仁吃。一只幼小的猴子学着年长的猴子，拿
蜘蛛爱上了蝴蝶,蜘蛛爱上了蝴蝶，蝴蝶却拒绝了它。 蜘蛛问：“为什么？这是为什么！ ” 蝴蝶说：“我妈说了，整天在网上混的都不是好人。” 本文来自: 中文
看名侦探柯南的影响,看了700多集柯南的人，会600多种杀人方法，精通200多种密室杀人法，认识上百种毒药，制造各种不在场证明，巧妙利用鱼线，录音机，匕首，毒针
这有啥,"一天,一只乌鸦碰见了一只非常漂亮的鸟(beau),beau嘲笑乌鸦:你穿得样子好好难看呀.乌鸦反讥道:你知道什么呀,我的衣服现在是时尚,你穿的花花绿绿的"
知足吧，没变成一只蛤蟆就不错了,小蝌蚪曾经以为自己将来会是一只漂亮的金鱼，或是一只威武的螃蟹，也可能是一只悠闲的乌龟，最后才了解自己是一只丑丑的青蛙，心中难免失
征兵,有天在森林里，征召动物们从军去打仗，于是森林里的动物全都要来体检。排第一的猴子很不想从军，他看看他的长尾巴，于是牙一咬狠下心来把
这猴子成精了,带两岁儿子去动物园，到猴山的时候过来只猴子把儿子两个香蕉抢走了，儿子一着急，对着猴子乌拉乌拉大叫一通，没听懂是什么。这时奇迹出现
买房子,母乌龟责怪公乌龟说：“都怪你，现在房价是贵，但也不能看到猴子家买六楼，也跟着贪便宜买高层买到六楼啊，现在好了，不说做事了，光爬下
驴子的抱怨,驴子辛苦干活，却受到了不公正的待遇。它有很多抱怨：没有婚外情，那骡子不是驴与马的孩子，我恨马，驴唇不对马嘴，怎么还跟它生子呢。我
好坏的熊,熊和兔子在森林里大便，熊问兔子：“毛沾到大便上无所谓吧?”兔子答：“无所谓”，于是熊就用兔子擦屁股。
谁先回家,兔子对乌龟说：“乌龟老弟，今天我们比个赛，看谁先回家？”乌龟爽快答应道：“行，你准备好了吗？”“准备好了，”兔子作冲刺状，并发出
黑猫和白猫,黑、白两只猫见面了。白猫：黑哥，好久不见，在哪里高就？黑猫：我现在干私家侦探，专门给大款、贪官太太搜集小三的证据，生意很红火。白
屎壳郎有钱后,屎壳郎说：“如果我有钱了，我就把方圆百里的所有厕所都包下来，可劲儿地吃个够。”
表亲,青蛙向天鹅求爱，遭拒，朋友怕其伤心，纷纷来劝。却见青蛙笑道：没事的，实在不行咱就娶个鸭子，也算是个表亲了吧！
蚊子征婚,蚊子：本蚊子体态姣美，娉婷若仙鹤，因前夫专以植物的花蜜和果子、茎、叶里的汁液为食，双方饮食习惯不同，经常吵架，导致婚姻破裂。如今
移情别恋,刺猬刺刺向刺猬猬猬提出分手，它移情别恋爱上了乌龟。猬猬问：“告诉我为什么？”。刺刺说：“在一起那么久都没有拥抱过，可人家乌龟不怕
黑狗同白兔,有一日黑狗小新同白兔小丸子在草丛中大便完事后黑狗小新问白兔小丸子:‘你介不介意大便弄脏你的白毛呀?’白兔小丸子答:‘不介意的。’黑狗
蛙泳与仰泳的区别,一群公河马要过一条河，河那边有一群母河马在等着他们。但河里有很多鳄鱼，公河马为了能和母河马见面，大家三下五除二游了过去。 等到了对
可怜的兔纸,室友以前养兔子，冬天怕兔子冷。把兔子抱被窝里了 第二天早上起来发现兔子直挺挺躺那里。后来发现兔子已经死了 是被室友压死的…
它居然跟了两天！多可爱的狗狗,说个邻居家狗狗的，农村养的土狗。农忙时候，一天邻居大妈发现晚上喂狗的时候狗狗不见了。发动全家出去找，找了很晚也没找着，大妈可伤心
超级幽默的让我再活一次,猪：假如让我再活一次，我要做一头牛。工作虽然累点，但名声好，而我们只是傻瓜、懒虫的象征，连骂人都要说“蠢猪”。 牛：假如让我再活一
五一好好休息吧,一壁虎在工地游荡，正好有一大鳄鱼远远地爬了过来，准备要一口吃掉它，情急之下，小壁虎一把抱住了鳄鱼的腿，大喊：“妈！”鳄鱼一愣，立
两个搞笑的动物笑话,公羊：“老婆，今天吃啥？”母羊：“今天我们吃狼肉！ ”公羊(⊙o⊙)“哇，那么好啊！通常都是狼吃我们，今天我们吃狼了啊！ ”菜上来以后，
乌龟的效率,"四只乌龟在一起打牌,突然发现啤酒喝光了,大家凑了一些钱,派最年幼的乌龟去买啤酒.两天过去了,啤酒还没有买回来。“他准是带着我们的钱逃走了"
怎么了，电话老占线,小刘买了一只鹦鹉，为了能让这只鹦鹉学舌，他对鹦鹉不断地重复：“喂……喂…… 喂……”鹦鹉有点不耐烦了，它睁开惺忪的眼睛问道：“怎么
一个探险家的真实故事,一个探险家到非洲冒险，在半路上突然遇到狮子，探险家故作镇定，用严厉的眼神狠狠地瞪狮子，想不到狮子好像感到畏惧，不敢再往前进，于是
做家事的狗,有一个家庭里人人都讨厌做家事，于是爸爸推给妈妈做，妈妈推给儿子做，儿子推给妹妹做，妹妹只好推给狗做。有一天一个客人去拜访他们，发
这些笑话可以让你思考。,儿子回家后兴冲冲地告诉爸爸：”老师说，一个孩子吃河马的奶，一个月内体重增加20磅。“爸爸厉声说：”胡说八道，哪有这回事！是谁的孩子？
冲动最好的惩罚,一鼠见一猫在午睡，便唱：“2002年的第一场雪。”见猫没有反应，又放肆地唱道：“你是我的情人。”猫醒来一把抓起鼠，嘭嘭两拳唱：“这就是
蚊子,楚峰头睡午觉时，一只蚊子叮在他的左胳膊上，大喝了一通，就在贪心的蚊子想再喝一口时，楚峰头被叮醒了，在他抡起右手要打蚊子的一刹那，
小白兔买面包,小白兔蹦蹦跳跳到面包房，问：“老板，你们有没有一百个小面包啊？” 老板：“啊，真抱歉，没有那么多” “这样啊。。。”小白兔垂头丧气地
无辜的耗子,在动物全体大会上，虎大王三番五次强调动物要爱惜自己的岗位，珍惜自己来之不易的工作。对此猫根本听不进去，总以为下岗失业离自己远着呢
千万别理他,某天傍晚，Cindy下了班回到家，如同往常一样下厨准备晚餐。但是她却发现厨房的水槽排水管好像堵住了，于是她打电话给水电工William，希望他能
母鸡有钱后,母鸡说：“如果我有钱了，我要申请成为丁克家族，同时，请名医给我实施绝育手术。”
蜘蛛和螃蟹,蜘蛛从未见过螃蟹，某天当它正在结网的时候，螃蟹从它面前横冲而过留下一路的灰尘。蜘蛛十分不满的向螃蟹叫道:“嗨，兄弟，你在网上呆多了
屎克螂酒会,老屎克螂，告诉儿子：“明天去参加酒会，不要穿得很奢华，搞得象个暴发户一样。这年头，要低调，低调，懂吗？”小屎克螂明白了，每二天抹
蜜蜂征婚,蜜蜂：本蜜蜂身体健康，从事甜蜜的事业，非常热爱本职工作，曾经被评为采蜜标兵，并受到蜂王的接见。随着年龄的增加，现在特别想找一位知
他是通讯鹿,小熊对小兔说：“我要给妈妈打电话，但是不知道她的号码。”小兔指着山上站岗的小鹿对他说：“你去问小鹿吧！”小熊问：“为什么他会知道
大象和长颈鹿,大象：今天天真冷啊，看我，刚买了个耳朵帽。长劲鹿：可不，冻死了，今天出来我特意找了条围巾戴上了。
我真心没看见啊,一天一只吸血蝙蝠满身血回到洞中，它小伙伴很羡慕飞过去问它：你那弄到好吃的。那只蝙蝠回答：你想？我带你去啊。于是就带着小伙伴去了，
小狼,"狼妈妈和狼爸爸对他们的儿子小狼的前途非常担忧,因为小狼总是喜欢吃蔬菜，不喜欢吃肉。有一天他们看到小狼在追一只小白兔，他们很高兴，也"
吹牛的老鼠,有3只老鼠：美国老鼠，英国老鼠及香港老鼠在香港碰上了。美国老鼠说：我们那的老鼠特有本事，看到老鼠药就拿来都吃了。那玩意经饿。 英国老
公鸡累坏了,狗对公鸡说：哥们，最近咋没听见你打鸣了？公鸡打了个哈欠，无精打采地说：嗐，前段时间母鸡下蛋少了，主人经过侦查发现其它几只公鸡和邻
四大理想,猪的四大理想：四周围栏都倒掉，天上纷纷掉饲料，天下屠夫都死掉，世界人民信佛教。男人的四大理想：天上纷纷掉钞票，美男个个都死掉。美
蚊子和螳螂,有一天蚊子和螳螂去看美女洗澡。蚊子对螳螂说：你看我十几年前在她胸上咬了两口现在肿这么大了。螳螂说：你那算个啥么，我十几年前在她的
私房钱,狗哭丧着脸说：“考古学家在我家主人的花园里发现了大量的骨头！ ” 猫说：“那是新发现啊！你怎么这么悲伤啊？” 狗大声哭到：“那是我的
比蛋大的理想,有母鹅每天在晨曦中仰天高歌，小鹅不明其意，她谆谆教导说：活着要有远大理想！我在向太阳挑战，将来下的蛋，一定要比它还要大！
有关系,有天在高速上，我闲着无聊，正好旁边有辆运满猪的货车，就跟旁边的老公说，挖！快看！一整车的你亲戚！谁知这二货头也不回的说，尼玛要不
三只乌龟,三只乌龟来到一家饭馆，要了三份蛋糕。东西刚端上桌，他们发现都没带钱。大乌龟说：我最大，当然不用回去取钱。中乌龟说：派小乌龟去最合
两只水母的谈话,两只水母在海边相撞在一起。水母甲：“搞会么嘛！你游泳不长眼睛啊！”水母乙：“什么是眼睛啊？”水母甲：“我也不知道，上次和別人撞到
小白兔和长颈鹿,长颈鹿说:小兔子，真希望你能知道有一个长脖子是多么的好。无论什么好吃的东西，我吃的时候都会慢慢的通过我的长脖子，那美味可以长时间的
孔雀,"小玛丽去到乡下祖母家.一天,她在花园里玩耍,看见一只孔雀,她从来没有见过这种鸟,望了一阵子后,她得意地跑进屋里叫道;“奶奶,快来看啊,你家有"
蝙蝠向麻雀求婚,蝙蝠向麻雀求婚，却被拒绝。蝙蝠很不解：“为什么？我有什么地方做的不好你可以说，我可以改啊！”麻雀：“俺娘说了，长得黑也就算了，重
你还当真了,乌龟抬头仰望着天空中翱翔的苍鹰，羡慕地大发感慨:“亲爱的上帝，请赐予我一对苍鹰的翅膀！”话音刚落，只听两声枪响，苍鹰的双翅被打落了
小蚯蚓拍照,小蚯蚓第一次拍照：“爸爸，爸爸，我应该摆个什么姿势啊？”“摆个威字吧！”晚上，蚯蚓爸爸拿着小蚯蚓的遗书——“爸爸骗人，切成这么多
一只王八和乌龟相爱了,一只王八被洪水从大江里冲进了大海，他在海里孤独游荡，后来一只乌龟收留了他，最终他们相爱了。多年后乌龟怀孕了，问王八，以后咱们的孩
两只海龟,某年某月某日，在某个沙滩上，一只公海龟和一只母海龟邂逅了，他们一见钟情，经过几个小时的磨合之后，他们终于有了他们的第一次，事后他
驴儿有钱了,驴：“如果有朝一日咱驴儿有钱了，我要让能工巧匠在磨盘上造个躺椅，让俺舒舒服服地躺在上面，然后高一声低一声吆喝着主人推磨。”
儿子比老子利害（乌龟跟王八那个聪明的修改版）,"乌龟和王八是好朋友一天他们觉得特无聊,乌龟就出了道题目考考王八“王八，你说乌龟的儿子叫什么呀！ ”王八想都没想就回答道“笨，这么简单"
啥时候害过你的菜,小白兔摆摊卖菜，小灰兔看了看菜，说：“你的菜看上去好烂呀，还有虫眼呢。”小白兔解释道：“有虫眼就对了，说明这菜是“无公”害的！”
没有那么聪明的毛驴,一个聪明人在乡下散步，看到磨房里面一头毛驴在拉磨，脖子上头挂着一串铃铛。于是聪明人向磨房主道：“你为何要在毛驴的脖子上挂一串铃铛
开除,海绵宝宝被蟹老板叫到办公室。 蟹老板说 ：海绵宝宝，你以后不用来上班了。这个月的工资因为迟到全部扣除。 海绵宝宝：蟹老板...
为什么穿山甲一直在挖地,提问：为什么穿山甲一直在挖地 回答：在找穿山乙。。。
鸭子有爹嘛？亚麻带,小鸭子向妈妈哭诉：为啥隔壁的鸡阿姨老是说我没爹呢？我明明有爹啊！鸭妈妈安慰到：你跟我说说她是怎么说你的？小鸭子：我每天晚上都会听
乌龟和盖中盖,一只小乌龟盖了间房子住进去了——盖中盖 小乌龟把房子拆了盖了一间新的住进去了——新盖中盖 小乌龟又把房子拆了了又盖了第三间——巨能
布谷鸟能做甚么??,爸爸:小明你知道布谷鸟对我们有什么用处吗?小明:知道啊!牠的【布】可以做衣服，【谷】能当粮食吃，【鸟】可以当作宠物。爸:*@%^&^^
大象有钱后,象：“如果我要有钱了，我就买顶轿子，多雇些人给我抬轿。”
蘑菇云啊,饿极的狮子靠近卧睡的牛，这时，牛突然放了一个响屁将草丛里的蘑菇弹飞起来。狮子惊得目瞪口呆，狂逃，惊呼：“蘑菇云啊～～”
昙花一现,玫瑰花妹妹闷闷不乐的揪着自己的花瓣，“在一起，不在一起，在一起。”朋友问她怎么了？她捧着脸嘟着嘴说：“我好喜欢昙花(昙花一现)哥哥啊
胡萝卜当饵,一只小兔子去池塘钓鱼，钓了许久都没有钓到，第二天，小兔子又去池 塘钓鱼，钓了一天仍没有钓到鱼，第三天，小兔子仍然坚持在池塘钓鱼，还
手球和足球,蛇：谁跟我提足球，我就跟谁急！龙：我也不玩足球，弄不好，它们总说我故意“自摆乌龙”！蜈蚣：为了省钱，我也从来不穿鞋。那咱们不玩足
不识趣的老虎,老虎按住王八，说：小样！穿个马甲我就不认识你啦？第二天见乌龟，老虎笑：嘿嘿！咋样？你的壳被我按裂啦吧？
嫁鸡随机,小明家有只小母鸡，每天都在一个固定的地方下蛋。后来，它嫁给了一个公鸡。从那以后，小母鸡下蛋的地方再也不固定了，今天在这，明天在那
朋友家有只奇葩哈士奇,朋友家有只奇葩哈士奇，特二的那种，一直对家中鱼缸的鱼虎视眈眈，为了能吃到鱼，某日趁朋友不在家花了两个小时将鱼缸里的水喝完了。朋友
老子一夜都没上床,袋鼠和青蛙去嫖鸡，袋鼠三下两下完事，只听隔壁的青蛙整夜一二三嘿！一二三嘿！袋鼠好羡慕，次日，袋鼠说：“哇！~~蛙兄，你好棒哦＃”青蛙
猫去餐厅吃饭,猫去餐厅吃饭，吃到最下面居然发现一只老鼠。猫心想：今天赚到了，喵。
起名,甲：我想给我的狗取名为“克林顿”，妈妈说这样具有侮辱性，她不同意。不过我还是给它起了这个名字。乙：那你妈妈没骂你？甲：当然骂了我
蛙给牧师打电话,一只青蛙给牧师打电话，问自己的命运。牧师说：“明年，有一个年轻的姑娘会来了解你。”青蛙高兴的蹦了起来：“哦，真的吗？是在王子的婚
它是鼠标,女儿意志坚定地对妈妈说：“妈妈，不管你和爸爸怎么反对，可是我还是忘不了他。我的眼里只有他。这辈子我非他不嫁！”妈妈叹了口气，劝解
与斑马线撞色了,一天，斑马与儿子去公路上游玩。突然在半途中，儿子失踪了。她便开始找，一到公路旁的斑马线旁变突然哭起来说：“我的儿啊，那个天杀的把
绝对笑死你,一只骡子爱上了一只驴。后来他们结婚了，但是因为众所周知的原因，骡子一直不能让他的老婆怀孕，他们为此很苦恼。忽然有一天，驴对骡子说
蟾蜍和青蛙去办结婚登记,"管理员蜘蛛问蟾蜍:“你多大啦？”蟾蜍慌了：“我……我……我23,不,我22。”蜘蛛教育蟾蜍说:""我们不支持早婚。看你满脸的青春痘，还没成年吧"
猫老弟，你在干嘛,一只猫扒在老鼠洞口旁。小狗看见了，问：“猫老弟，你在干嘛？”猫嘘了一声，示意小狗别大声。猫轻轻地说：“我在捉老鼠，他刚才
更糟,问：有什么比长颈鹿脖子疼更糟？答：得了脚气的蜈蚣。
吃樱桃,一只蜗牛在樱桃树上慢慢向上爬。一只鸟吃惊地问：“你在干吗？”“吃樱桃啊。”“可樱桃还没熟呐！”“等我爬上去的时候就熟了……”
爱BT的鹦鹉(爆笑),小x又去逛鸟市。发现一只鹦鹉标价3元钱。于是他就问卖主：您这只鹦鹉怎么这么便宜呀？卖主：我这只鹦鹉笨！妈的我教了它好长时间了。到现在
熊猫找眼镜,下雪了，一只熊猫在雪地里被白花花的雪晃到眼睛看不清楚，于是到处在墨镜，找啊找啊找，好不容易找到了，一戴上眼镜一照镜子：哦，原来我
它就这德行,刚才过马路，有一妹子牵着一只狗狗，旁边一个少妇推着婴儿车，不小心撞了它一下，那狗大叫一声，华丽丽的倒下了！旁边的路人都惊呆了，只
真是太马虎了,马与老虎一见钟情，恋爱三天后闪婚。可婚后两口子发现饮食习惯很不相同，无法共同生活，不得不很快闪离。离婚当天，马在微博中感叹道：“
蜈蚣变蚯蚓,“你知道吗？”一条蚯蚓对它的同伴说：“我以前可不是什么蚯蚓，我以前是一条蜈蚣呢！！！”它的同伴大吃一惊：“这怎么可能？？”“是真
穿错泳裤,游泳池旁，蚂蚁对大象说：“那个谁你过来”大象走过来说：“干啥兄弟？”“没啥事走吧！就是看看你是不是把我泳裤穿错了。”
糊涂兔,有一口枯井，一条狗困在了里面，正好糊涂兔路过。狗：“兔子，快来帮帮我。”兔子一看，焦急万分：“狗啊，你怎么在下面，我该怎么办。”
打这么多摩丝去勾引谁,母老鼠怀疑她丈夫有外遇。一天，她便悄悄地跟随其后。突然，丈夫一头闯进灌木丛中，不久出来一刺猬。母老鼠一把揪住刺猬：“还说没外遇，
光屁屁美女你见过几个？,餐厅苍蝇对厕所苍蝇说：“你整天追腥逐臭，我整天吃香喝辣，过来吧！ ”厕所苍蝇：“道不同不相为谋，吃在好有啥用，光屁屁美女你见过几个
狗有话说,哈里从兽医那儿回家，叹了口气，对妻子说：“我们的小狗真可怜！一路上总是哀叫，像是有话要对我说……” 太太看了狗一眼，叫道：“猪啊，
猴子的风格,猴子甲：我不喜欢藏着掖着，就算有一个虱子也要公开抓。猴子乙：是，这才是我们猴子的风格。
倚天屠牛记,一农业机专卖店为促销打出一巨大横幅：倚天屠牛记现在上市啦！
谁见过亲个嘴还得爬树的！,长颈鹿嫁给了猴子，一年后长颈鹿提出离婚：我再也不要过这种上蹿下跳的日子了！猴子大怒：离就离！谁见过亲个嘴还得爬树的！
你那是蛋动,母鸡和公鸡晒太阳，母鸡突然捂住肚子说：唉哟，是胎动。公鸡回道：什么胎动，你那是蛋动。
猫写给老鼠的情书,亲爱的吱吱：自从那天我把我的大脚搭在你优雅的背上开始，我就意乱情迷了。你美丽的绿豆眼，你娇小的倩影以及你挣脱我爪子后回眸一笑的那
澳洲蚂蚱,有一个美国人到澳洲去访问，这个美国人很高傲，谁也瞧不起。一天他来到澳洲的一个农场里参观，当看到农场里养的牛时，说：“这就是你们这
狼的替身,狼是演艺界的大明星。狗找到他说乐意为他服务：端茶递水铺床叠被还分文不取。狼被侍候的舒舒服服。一天它终于忍不住：这样做你有啥好处？
吹牛,麻雀、乌鸦、鹦鹉在一起吹牛。麻雀说：“我是老鹰里面吸毒的。”乌鸦说：“我是孔雀里面烧锅炉的。”鹦鹉说：“我是燕子里面坐台的。”这
鹰钩鼻子的男人都不是好男人,高尔夫球杆深爱着乒乓球，表达爱意时却遭到了拒绝，高尔夫球杆大吼：“为啥？这一切究竟是为了啥？”乒乓球胆怯地说：“俺妈说了，鹰钩鼻
那我们在动物园干嘛呢,小骆：爸爸，为什麼我们要有驼峰呢？ 驼爸：因为沙漠中没有水，有驼峰才可以储存水分啊！ 小骆：爸爸，为什麼我们要有长长的毛呢？ 驼爸：
蚂蚁和跳蚤,跳蚤跟蚂蚁相遇了，它神气活现的对蚂蚁说到:“知道吗，骆驼背上的两个包就是我咬的！” 蚂蚁看了看跳蚤，然后露出了一只胳膊，一脸不屑地说
熊猫的担忧,熊猫男要**熊猫女，熊猫女奋力抵抗、誓死不从。熊猫男失败后愤愤地说： “我们都快灭绝了耶~~~！ ”
讲给跳蚤听,大象对一只小老鼠说：“你是我见过的最小、最没用的东西。” 小老鼠一听，连忙说：“等等，你再说一遍，晚上睡觉的时侯，我要讲给跳蚤听。
猪的笑话,一男养一猪，特烦它，就想把它给扔了，但是此猪认得回家的路，扔了好多次都没有成功。某日，此人驾车弃猪，当晚打电话给他的妻子问：“猪
死猴子你想说什么,“佛祖座下有多少罗汉？”“八百罗汉”“呵呵”“笑什么？”“我明白您为什么是千手观音了”“死猴子你想说什么？！”
你见到我儿子了吗,一条蜈蚣正在房间里看成人漫画书，蜈蚣妈妈突然闯了进来，蜈蚣吓得把手背在身后，蜈蚣妈妈说：蚯蚓，你见到我儿子了吗？
喊价,有一位爱鸟人士他特别喜欢鹦鹉，有一天他经过一间鸟店发现里面正在拍卖一只鹦鹉，他看那只鹦鹉毛色很好看决定要买，于是他喊道：“我愿意
等你变成钱包的时候,一只小鳄鱼问爸爸：“爸爸，我以后会有钱吗？”“会，当然会的。”鳄鱼爸爸回答。“什么时候会有？”小鳄鱼刨根问底。“等你变成钱包的时
会吟诗的猪,甲:我有头猪很聪明还会吟诗唷!乙:哦?真的假的!甲:有次我失恋了牠竟开口说天涯何处无芳草何必单恋一枝花?乙不信邪便想前去试试没想到试了几次
狗找耗子,狗的儿子考上了动物高等学院，但学费高昂，狗被逼无奈，只好再做份兼职工作——拿耗子，多挣些钱以供养儿子完成学业。
兔子写论文,有一天兔子在一个山洞前写东西，一只狼走过来问：“兔子你在写些什么？”兔子答曰：“我在写论文。”狼又问：“什么题目？”兔子答曰：“
骆驼母子的对话,小骆驼：妈妈，为什么我眼毛儿这么长？骆驼妈妈：沙漠中风沙很大，长长的眼毛儿能保护眼睛。小骆驼：那为什么我的脚这么大？骆驼妈妈：大
多了一份口粮,小狗对爸爸说：“我想学外科医生！”“为什么？”“如果有人截肢，我不就嘛！”
你是什么鸟,小明来到森林，看见只小鸟在打麻将，问：你是什么鸟啊？打麻将的小鸟答：我是麻雀。小明继续走，看见一只小鸟在洗澡，又问：你是什么鸟啊
